brand,key,author,date,stars,title,helpful_yes,helpful_no,text,taste,ingredients,texture,likes
hd,29_hd,,2016-09-14,5,,0.0,0.0,"Haggen Dazs are inspired by latin america's treasured dessert. I love the dulce de leche ice cream, it is a delicious combination of caramel and sweet cream, swirled with ribbons of golden caramel.Once it is in mouth, u can feel the creaminess for some time and can not stop yourself from taking another bite. [This review was collected as part of a promotion.]",,,,
hd,29_hd,JCar88,2018-06-16,5,Really delicious,0.0,1.0,"The taste of this ice cream, was amazing. It was sweet, creamy, rich, flavorful. I loved the taste, it was so good I couldn't put down the spoon. It is what I would consider as the perfect, ice cream flavor. I will buy again in the future, and highly recommend.I got to try it for free, my opinions are my own.",5.0,5.0,5.0,"Perfectly Balanced Flavor,Interesting Flavor,High Quality Ingredients,Indulgent,Creamy Texture,Simply Rewarding"
hd,29_hd,,2016-08-25,5,,0.0,0.0,I love caramel and dulce de leche just taste so good. It's super soft and melts right in your mouth. Usually ice cream with caramel is really sweet but this ice cream had the right amount of sugar in it. This was the perfect tasting ice cream ever. Thanks crowdtap for letting me try this brand of ice cream. [This review was collected as part of a promotion.],,,,
hd,29_hd,debbie329,2018-06-03,5,It's so Good,0.0,1.0,I loved the Haagen-dazs - Dulce de Leche it was so tasty . This is now a favorite of mine. It was so creamy and had just the right amount of caramel through out .This Ice cream is of High quality and seems to just melt in your mouth. Haggen -dazs has lots of great flavors but this one is the best!,5.0,5.0,5.0,"Perfectly Balanced Flavor,High Quality Ingredients,Indulgent,Creamy Texture,Simply Rewarding"
hd,29_hd,,2020-02-06,5,How could you not love it?,0.0,0.0,It’s phenomenal how indulgent the flavor is. My family and I make home-made dulce de leche and tasting such a rich ingredient incorporated efficiently into a cold treat is absolutely delicious. The creaminess of the caramel base coupled by the silky dulce ribbons make for a wonderful and decadent dessert.,5.0,5.0,5.0,"Perfectly Balanced Flavor,Interesting Flavor,High Quality Ingredients,Indulgent,Creamy Texture,Simply Rewarding"
hd,29_hd,,2016-09-14,5,,0.0,0.0,"I used to think that all ice cream was the same. I was wrong. Haagen Dazs Dulce de leche is very different in a positive way. It has the perfect consistency, it is very smooth. It also has the perfect sweetness. I really enjoyed finding those bits of dulce de leche, they were like an enjoyment burst. [This review was collected as part of a promotion.]",,,,
hd,29_hd,Monmarie03,2018-06-04,5,Different but great!,0.0,0.0,"Talk about hitting the spot when it comes to cravings! Before eating this ice cream I thought it was going to be too sweet. I do have a sweet tooth but was still a little reserved. Luckily, this ice cream was amazing! I loved you creamy this ice cream was unlike others that are super hard to serve.",5.0,5.0,5.0,"Interesting Flavor,Creamy Texture,Simply Rewarding"
hd,29_hd,,2016-09-01,5,,0.0,0.0,I have chosen other brands over Haagen-Dazs for the crazy flavors other brands have and when I got the free sample for this flavor I have decided that I don't need crazy flavors. This one flavor is enough for these taste buds. Its wonderful. I have gotten other flavors also and love them all. [This review was collected as part of a promotion.],,,,
hd,29_hd,,2016-08-25,5,,0.0,0.0,"I have only had one favorite ice cream for years. But had to open to try others. Haagen-Dazs was the first to be on my favorite list. It was creamy, flavored just right, and tasteful. It is well made and tastes great. It had just enough caramel taste to make it creamy and hint fill of caramel. [This review was collected as part of a promotion.]",,,,
hd,29_hd,Joelsmom,2018-08-06,5,Love it,0.0,0.0,"I love Dulce de Leche ice cream. Especially love Haagen-Diaz you can't go wrong with there products. The ice cream was smooth, rich and full of flavor. I let my son taste it and he is a very picky eater and he loved. I would recommend this to all my friend and family. It was such a treat.",5.0,5.0,5.0,"Perfectly Balanced Flavor,High Quality Ingredients,Indulgent,Creamy Texture,Simply Rewarding"
hd,29_hd,,2016-09-14,5,,0.0,0.0,"I think this is my holy grail of ice cream. The caramel ice cream is sweet and delicious. It sounds so unhealthy and awful but I could just eat an entire container of this every day! It is by far my favorite ice cream flavor, not just among Haagen-Dazs, but other brands of ice cream as well. [This review was collected as part of a promotion.]",,,,
hd,29_hd,Mom lyf,2018-06-08,5,Best flavor ever!,0.0,0.0,This is the best flavor ever to be made. I only wish you could get it in the bigger size other than the 3.6 oz and the 14 oz. Now I have to share with my husband and children because they love it also. It is worth every dollar that I spend on it. I can't stress how much I love this ice cream.,5.0,5.0,5.0,
hd,29_hd,,2016-08-29,4,,0.0,0.0,I did like the ice cream but my concern was it was too sweet; I would not recommend to anyone who is pre diabetic; (my mom is pre diabetic and her her sugar level spiked majorly after only having a couple of bites).,,,,
hd,29_hd,,2016-09-09,5,,0.0,0.0,"Häagen-Dazs did it right with Dulce de leche! The texture and consistency was so creamy and soft. It tasted just like caramel and milk - a perfect, luxurious combo for even us regular people! I loved it and have never eaten a container of ice cream in one sitting before until now! [This review was collected as part of a promotion.]",,,,
hd,29_hd,,2016-08-25,5,,0.0,0.0,I've eaten about half of the carton so far and am trying to resist the urge to go back and finish it off. This ice cream is very sweet and creamy. I love the caramel swirled throughout the ice cream. I will definitely purchase this and other flavors of Häagen-Dazs in the future. [This review was collected as part of a promotion.],,,,
hd,29_hd,marsha32,2018-03-21,1,Disgusting,1.0,8.0,"This was a favorite of mine for years. I recently bought it after a long hiatus and found that the recipe has changed. It is no longer rich and creamy, but has the consistency of ice milk. It leaves a sour aftertaste too. Yuk.",1.0,1.0,1.0,
hd,29_hd,,2016-08-25,5,,0.0,0.0,"I tried Dulce de Leche from Haagen-Daz and I absolutely love the flavor. It's rich, creamy, carmel-y goodness. I will point out that you can't binge on it--it's too rich for that, but if you eat the recommended serving size, it's the perfect indulgence to reward yourself with. [This review was collected as part of a promotion.]",,,,
hd,29_hd,Hailey324,2018-06-07,5,So so so good!,0.0,0.0,I have heard how amazing haagan -dazs ice cream is but never tried it so when I got a coupon to try it I was excited. It tastes like homemade ice cream and all the ingredients taste fresh. It was creamy and rich and I think that delicious sums it up nicely! I'm a new fan!,5.0,5.0,5.0,"Perfectly Balanced Flavor,High Quality Ingredients,Indulgent,Creamy Texture,Simply Rewarding"
hd,29_hd,,2016-08-25,5,,0.0,0.0,"I am in love with this ice cream. It's creamier and smoother and just plain delicious. The flavor is soothing and perfect for any day- especially my more stressful ones when I need a pick-me-up. Compared to other brands, Haagen-Dazs is my favorite. Highly recommend. [This review was collected as part of a promotion.]",,,,
hd,29_hd,Msjai31,2018-06-01,4,Great flavor,0.0,0.0,"I got the Dulce de Leche cookie squares and they were so good. The flavor of the dark chocolate cookie with ice cream and caramel swirl was awesome. It was creamy and I could taste each flavor and it was playing a beautiful melody In my mouth. Oh my, it was so go",5.0,5.0,5.0,"Perfectly Balanced Flavor,Interesting Flavor,High Quality Ingredients,Indulgent,Creamy Texture,Simply Rewarding"
hd,29_hd,JustJess76,2018-06-03,5,Super creamy caramel treat!,0.0,0.0,"This was really good ice cream. I can tell immediately they use good cream to make this ice cream, not mostly milk. Also had real deep caramel flavor and didn’t just taste like a spoonful of sugar. Not the lowest calorie ice cream, but that’s what makes it good!",5.0,5.0,5.0,"Perfectly Balanced Flavor,High Quality Ingredients,Indulgent,Creamy Texture"
hd,29_hd,Maree,2018-06-04,5,Taste amazing!,0.0,0.0,I tried Haagen-Daz - Dulce de Leche a few days ago and it taste so good. I have definitely found my go to snack and looking forward to enjoying it again very soon. I would highly recommend this ice cream to everyone and I will be purchasing it again and again.,5.0,5.0,5.0,"Perfectly Balanced Flavor,Interesting Flavor,High Quality Ingredients,Indulgent,Creamy Texture,Simply Rewarding"
hd,29_hd,,2016-08-25,5,,0.0,0.0,"Fantastic ice cream with rich caramel flavor and signature Hagen das texture. The same silky smoothness I've come to expect from Hagen das in a flavor that really nails it. No artificial feel or taste, just rich caramel iced cream that tastes like home made [This review was collected as part of a promotion.]",,,,
hd,29_hd,Heyhay480,2019-08-31,5,Super irresistible and worth the price,0.0,0.0,"This ice cream is so smooth and sweet It Is the perfect combination of everything you want in ice cream. It is worth every dollar. It does not compare to any other brand is it is rich, smooth, sweet and creamy. 10 out of 10 will always recommend to a friend",5.0,5.0,5.0,"Perfectly Balanced Flavor,High Quality Ingredients,Indulgent,Creamy Texture,Simply Rewarding"
hd,29_hd,Strokedrex,2018-06-04,5,Ice cream heaven!,0.0,0.0,All I can say about this ice cream is “OMG!” It is sooooooo delicious! Everybody at my house was excited about trying this flavor and none of us is disappointed about it. It is so creamy and full of flavor. This is the perfect indulgence that we all need!,5.0,5.0,5.0,"Perfectly Balanced Flavor,Interesting Flavor,High Quality Ingredients,Indulgent,Creamy Texture,Simply Rewarding"
hd,29_hd,thisgirl808,2017-04-01,5,i didn't like ice cream... until I tred this,0.0,0.0,"I've never liked ice cream, any flavor, all my life. I take a bite of someone else's and think nope still don't like ice cream...
then I tried this and I haven't gone a day without it in my freezer since.
It is the Best thing I have ever tasted. Ever.",5.0,5.0,5.0,
hd,29_hd,GriceldaC,2018-06-11,5,Yummy,0.0,0.0,"This is my FAVORITE pint of ice cream! It's so sweet and the caramel is so smooth! I love ice cream! I can eat it all year round. The caramel is probably my favorite, i love anything with caramel on or in it. I recommend it if you haven't tried it yet.",5.0,5.0,5.0,"Creamy Texture,Simply Rewarding"
hd,29_hd,,2016-09-16,5,,0.0,0.0,"I enjoyed the Dulce de Leche flavor very much. It was smooth, creamy, and indulgently rich. It had a unique blend of flavorings and the vanilla and caramel blended beautifully. It wasn't too sweet but so flavorful and rewarding after a long workday! [This review was collected as part of a promotion.]",,,,
hd,29_hd,,2016-09-02,5,,0.0,0.0,This is my favorite flavor of Haagen Daz. Dulce de Leche means candy caramel and that what exactly it taste like. The rich smooth caramel ice cream melts in your mouth making your taste buds dance in excitement of sweetness. I always repurchase these. [This review was collected as part of a promotion.],,,,
hd,29_hd,lisa5473,2018-06-07,5,Delicious!,0.0,0.0,"I've always been a fan of Haagen-dazs strawberry ice cream. Decided to try the Dulce de Leche on a whim, and I am so very happy that I did. This ice cream is a sinful delight for days when you just need to treat yourself to something extra special.",5.0,5.0,5.0,"Perfectly Balanced Flavor,Interesting Flavor,High Quality Ingredients,Indulgent,Creamy Texture,Simply Rewarding"
hd,29_hd,Ebbie,2018-06-01,5,Excellent ice creme,0.0,0.0,Have you ever tried ice creme that melted in your mouth because the flavor is so rich?. Well this is what I experienced when I first opened container. Flavor for days and I did not share but I will highly recommend it to all my friends and family.,5.0,5.0,5.0,Creamy Texture
hd,29_hd,,2016-09-16,5,,0.0,0.0,"Häagen-Dazs Dulce de Leche was a perfect blend of flavor. Not too sweet, just the right touch of caramel. Smooth, creamy texture and definitely melt-in-your-mouth goodness! It was far better than I anticipated and I'm so glad I gave it a shot! [This review was collected as part of a promotion.]",,,,
hd,29_hd,Shanle,2018-06-10,5,Great tasting,0.0,0.0,This ice cream was so good. My whole family enjoyed it. Very creamy and just delicious. It was just so creamy and delicious. One of the best I’ve tried yet. A great treat for the hot summer months. I really want to try some of the other flavors.,5.0,5.0,5.0,"Perfectly Balanced Flavor,Interesting Flavor,High Quality Ingredients,Indulgent,Creamy Texture,Simply Rewarding"
hd,29_hd,Olga,2018-06-04,5,"Great taste, great ingredients",0.0,0.0,This ice cream very creamy with rich caramel flavor. Not too sweet; with good amount of caramel. High quality ice cream with real ingredients. I really enjoy this ice cream with my coffee and my husband enjoyed it as it is. I will buy again.,5.0,5.0,5.0,"Perfectly Balanced Flavor,Interesting Flavor,High Quality Ingredients,Creamy Texture"
hd,29_hd,,2016-08-25,5,,0.0,0.0,The most creamy and delicious icecream I've ever had! It really has this umami flavor that transports you to a land of rainbows and clouds. I really enjoyed this mission and this icecream is delightful and full of flavor. Really yummy indeed [This review was collected as part of a promotion.],,,,
hd,29_hd,Chelleb2214,2018-06-03,5,So delicious,0.0,0.0,This was one of the best ice creams I have tried in a while. It was so smooth and creamy. The caramel flavor was strong and delicious. I didnt want to stop eating the ice cream! The whole experience was great. It has yummy aromas and tastes!,5.0,5.0,5.0,"Perfectly Balanced Flavor,High Quality Ingredients,Indulgent,Creamy Texture,Simply Rewarding"
hd,29_hd,,2016-08-25,5,,0.0,0.0,"Dulce de Leche is one of my favorite flavor. This ice cream it melts on your mouth and is made with real eggs and milk. Great quality. I did try many brands and flavors, but nothing as good as Häagen-Dazs. Not even the icre cream from Italy [This review was collected as part of a promotion.]",,,,
hd,29_hd,,2016-09-09,5,,0.0,0.0,This was probably the best ice cream I have ever had. Ever! It was so creamy and delicious. I had to hold myself back from eating the entire container because I wanted to be able to have it several times. I will definitely buy this again! [This review was collected as part of a promotion.],,,,
hd,29_hd,Court12782,2018-06-11,5,Mouth watering,0.0,0.0,"Wow, this is the best dulce de Leche ice cream I have had! It is so creamy & delicious! It feels sinful to eat, but I can’t stop myself. This is hands-down my favorite flavor of Haagen Daaz. I didn’t even make it from the carton to a bowl.",5.0,5.0,5.0,"Perfectly Balanced Flavor,Interesting Flavor,High Quality Ingredients,Indulgent,Creamy Texture,Simply Rewarding"
hd,29_hd,SusanM,2018-06-05,5,Dulce de Leche,0.0,0.0,"I enjoyed the flavor of this ice cream. It is smooth and creamy. The caramel texture is perfect and the flavor is excellent. The ice cream to caramel ratio is perfect. It is not an overly sweet flavor, but it is a great flavor overall.",5.0,5.0,5.0,"Perfectly Balanced Flavor,Interesting Flavor,High Quality Ingredients,Creamy Texture"
hd,29_hd,cjlmms,2018-06-08,5,"Creamy, thick, flavorful",0.0,0.0,"This is such a yummy rewarding treat for us to have. This ice cream is such a treat, it is not a normal bland, plain ice cream. My kids are so excited when I pull this out. This dulche leche ice cream is creamy, thick and full of flavor.",5.0,5.0,5.0,"Perfectly Balanced Flavor,Interesting Flavor,High Quality Ingredients,Indulgent,Creamy Texture,Simply Rewarding"
hd,29_hd,Wendyzpda,2018-06-04,5,Delicious,0.0,0.0,I’m a big fan of ice cream! I’m kind of addicted to it and this is by far my favorite ice cream! It’s creamy and delicious! I’m Mexican and I love dulce de leche... this flavor is really unique and you can find it pretty much everywhere.,5.0,5.0,5.0,"Perfectly Balanced Flavor,Interesting Flavor,High Quality Ingredients,Creamy Texture,Simply Rewarding"
hd,29_hd,Hic124,2018-06-03,5,Delicious treat,0.0,0.0,"This ice cream was something different than the regular old flavors. It surely did not disappoint! It has a creamy texture, just right amount of sweetness and an incredible flavor. This is definitely one of my favorite icecrem flavors!",5.0,5.0,5.0,"Perfectly Balanced Flavor,Indulgent,Creamy Texture"
hd,29_hd,GM54,2018-06-04,5,BEST ICE CREAM EVER!!,0.0,0.0,I got the dulce de leche and (OMG!) is it good!! It's so rich and creamy! You aren't overwhelmed by a single ingredient because it all blends together perfectly! All you taste is creamy goodness! I will definitely be buying this again!,5.0,5.0,5.0,"Perfectly Balanced Flavor,High Quality Ingredients,Indulgent,Creamy Texture,Simply Rewarding"
hd,29_hd,Ravenwolf,2018-06-02,5,A real treat,0.0,0.0,This ice cream was decadent and creamy. It had a rich caramel flavor that flowed throughout. It may seem pricey but its high quality with real ingredients. You get your moneys worth. When i am after a good treat this would be my go to.,5.0,5.0,5.0,"Perfectly Balanced Flavor,High Quality Ingredients,Indulgent,Creamy Texture,Simply Rewarding"
hd,29_hd,JamesC,2018-06-07,5,Velvety good,0.0,0.0,"My wife and I we're so excited when I received the Dulce de Leche ice cream free from Bazaarvoice/TryItSampling community for my personal opinion , and my personal opinion is awesome. The velvety texture, awesome flavors, just WOW.",5.0,5.0,5.0,"Perfectly Balanced Flavor,Interesting Flavor,High Quality Ingredients,Indulgent,Creamy Texture,Simply Rewarding"
hd,29_hd,Rose85,2018-06-05,5,Simply Delicious!,0.0,0.0,I tried the Dulce de Leche ice cream from Haagen-dazs and it was delicious! Smooth and creamy and tasted great! I especially like the swirls throughout the ice cream giving it extra flavor. I may have found my new favorite ice cream!,5.0,5.0,5.0,"Perfectly Balanced Flavor,Indulgent,Creamy Texture"
hd,29_hd,Mollyloui,2018-06-07,5,So creamy,0.0,0.0,This ice cream is so creamy and sweet that you will feel like you are indulging yourself. Every creamy bite will leave you wanting another one. Haagen-Dazs is always just the right blend of creamy and sweet. I can't get enough.,5.0,5.0,5.0,"Perfectly Balanced Flavor,High Quality Ingredients,Indulgent,Creamy Texture,Simply Rewarding"
hd,29_hd,,2016-08-25,3,,0.0,0.0,Haagen Dazs is known all around as being good and it comes at a price. However I did not find it to be the best ice cream I have ever had. It was average I did like it but just did not blow my mind. The flavor was sub par really. [This review was collected as part of a promotion.],,,,
hd,29_hd,Kkeene,2019-05-20,4,Great flavor,0.0,0.0,This is such a good ice cream. Smooth and creamy and I loved the flavor. I loved the high quality ingredients. It was easy to find at my local Walmart. It’s quickly became a favorite. The whole family enjoyed this. A must try!,4.0,4.0,4.0,"Interesting Flavor,High Quality Ingredients,Creamy Texture"
hd,29_hd,apryldann,2018-06-06,5,great taste,0.0,0.0,i received a free coupon and redeemed it for the dulce de leche ice cream. i thought it was delicious. it was creamy and smooth and i loved the caramel flavor. this is my favorite ice cream brand and i will be buying more soon,5.0,5.0,5.0,"High Quality Ingredients,Indulgent,Creamy Texture"
hd,29_hd,,2016-09-29,5,,0.0,0.0,Dulce de Leche is such a classic flavor. I love the swirls of caramel that rim through every spoonful. The ice cream itself wasn't too sweet and was just right when mixed with the caramel. It was also consistently mixed well. [This review was collected as part of a promotion.],,,,
hd,29_hd,,2016-09-18,5,,0.0,0.0,I love Dulce De Leche it has a unique Hispanic flavor that made me remember my days in my home country. The combination between Dulce De Leche and caramel made me feel like in heaven. One of the best flavors that I've tried. [This review was collected as part of a promotion.],,,,
hd,29_hd,jwall518,2018-06-19,5,So so so good.,0.0,0.0,I had never really tried Haagen-dazs before and I'm not sure why.. it's so good! It's creamy and the taste is just out of this world. May be one of my new favorite brands of ice cream! The creamy texture is just my favorite!,5.0,5.0,5.0,"Interesting Flavor,Indulgent,Creamy Texture,Simply Rewarding"
hd,29_hd,Kreed32,2018-06-02,5,Delicious,0.0,0.0,Love this ice cream!! Great flavor and texture and well worth the money. My go to when needing a late night sugar fix. Would definitely recommend to anyone needing a good and refreshing sugar fix especially during the summer,5.0,5.0,5.0,"High Quality Ingredients,Indulgent,Creamy Texture"
hd,29_hd,,2016-09-01,5,,0.0,0.0,the taste its very good it reminds me of a candy from my country. my kids love it. its sweet and they have other flavors available that you can choose. great to east when you have parties or family reunion they will love it [This review was collected as part of a promotion.],,,,
hd,29_hd,,2016-09-12,5,,0.0,0.0,Rich in flavor and creamy caramel swirls make the ice cream a sweet indulgence. I like to add a scoop of ice cream to my coffee and it turns out really creamy and sweet. The ice cream is creamy and not water-like texture. [This review was collected as part of a promotion.],,,,
hd,29_hd,Acentitus,2018-06-06,5,Delicious,0.0,0.0,I received a free sample of Haagen-dazs Dulce de Leche and it was delicious. The taste is rich and full of flavor there wasnt one negative thing about this brand of ice cream. I do recommend to anyone who loves ice cream,5.0,5.0,5.0,"Perfectly Balanced Flavor,Interesting Flavor,High Quality Ingredients,Indulgent,Creamy Texture,Simply Rewarding"
hd,29_hd,JChan,2018-06-12,5,DELICIOUS!!,0.0,0.0,"I love this ice cream!!! It was so creamy and the ribbons of caramel just topped it off. This will definitely be a go to ice cream for me now. If there was one thing I would like better, is if it came in a bigger size.",5.0,5.0,5.0,"Perfectly Balanced Flavor,Interesting Flavor,High Quality Ingredients,Indulgent,Creamy Texture,Simply Rewarding"
hd,29_hd,,2016-09-01,5,,0.0,0.0,This flavor is so rich and creamy just like real Dulce de leche which melt in your mouth and leave flavor with you. Love the texture of this ice cream! I like to add some salty nuts with it and really great combination. [This review was collected as part of a promotion.],,,,
hd,29_hd,Bblott,2018-06-07,5,Yum Yum Yum,0.0,0.0,"This did not disappoint at all, smooth, silky with a rich taste! I just could have sat and eaten the whole container. I loved the flavor and the swirl throughout the container, just enough of the swirl but not too much.",5.0,5.0,5.0,"Interesting Flavor,Creamy Texture"
hd,29_hd,Chelseakaylean,2018-06-04,5,So amazing!!!,0.0,0.0,Its like an explosion in your mouth. Once to take a bite it like melts in your mouth and over takes your taste buds.this is hands down the best ice cream around. Especially when you have the munchies. Sooo amazingly good,5.0,5.0,5.0,"Perfectly Balanced Flavor,Interesting Flavor,High Quality Ingredients,Indulgent,Creamy Texture,Simply Rewarding"
hd,29_hd,,2016-08-25,5,,0.0,0.0,Dulce de Leche is a combination of sweet cream ice cream and gooey caramel. It is rich and flavorful. The caramel is creamy and not hard like some other frozen desserts. It's got a perfect compliment of creamy and gooey. [This review was collected as part of a promotion.],,,,
hd,29_hd,glowgirl2,2018-08-06,4,Awesomness!,0.0,0.0,Best stuff in a long time. Great creamy taste and no gritty texture. Can always expect good ingredients form this company and they didn't disappoint. I would recommend this product to anyone looking for a tasty treat.,4.0,4.0,4.0,"Indulgent,Creamy Texture,Simply Rewarding"
hd,29_hd,crly2007,2018-06-12,5,Delicous Indulgence,0.0,0.0,"Haagen-dazs - Dulce de Leche is perfectly balanced flavor in a creamy ice cream treat. This is made ffrom high quality ingredients. Perfect combination of caramel and sweet cream, swirled with ribbons of golden caramel.",5.0,5.0,5.0,"Perfectly Balanced Flavor,Interesting Flavor,High Quality Ingredients,Indulgent,Creamy Texture,Simply Rewarding"
hd,29_hd,Paulapugh,2018-06-04,5,Yummy,0.0,0.0,When I brought home my ice cream OMG it was amazing. The flavor was rich and creamy and the ice cream didn’t melt as fast as most. This is one ice cream I would have to say you can’t stop eating after the first bite.,5.0,5.0,5.0,Perfectly Balanced Flavor
hd,29_hd,Sara26,2018-06-11,5,Oh my,0.0,0.0,"Haagen-daz -Dulce De Leche is to die for! I can’t say enough about this ice cream. It’s so creamy and flavorful. It’s my go to guilty pleasure and being that my kids love it too, it’s are go to treat in or household.",5.0,5.0,5.0,"Perfectly Balanced Flavor,High Quality Ingredients,Indulgent,Creamy Texture"
hd,29_hd,Map520,2018-06-23,5,Awesome taste,0.0,0.0,I received this product in exchange for an unbiased review. The quality is just what you would expect from Haagen Daz. Good quality ingredients which you don’t think twice about feeding your kids. Loved this flavor.,5.0,5.0,5.0,"High Quality Ingredients,Creamy Texture,Simply Rewarding"
hd,29_hd,Pozada215,2018-06-01,5,Amazing,0.0,0.0,"The Icecream was amazing!!!! The whole family enjoyed it! It barely lasted a day because it was so good! I will definitely be purchasing again, its the best icecream I've had! I definitely recommend this product!",5.0,5.0,5.0,"Perfectly Balanced Flavor,Interesting Flavor,High Quality Ingredients,Indulgent,Creamy Texture,Simply Rewarding"
hd,29_hd,Critney,2018-06-01,5,Loved it,0.0,0.0,Love how it taste plan on buying more and stock up. My kids and hubby loves it. Perfect for this hot weather. The flavor is just right how I like it. Not to strong can eat this everyday. Glad I found this flavor.,5.0,5.0,5.0,"Perfectly Balanced Flavor,Interesting Flavor,High Quality Ingredients,Indulgent,Creamy Texture,Simply Rewarding"
hd,29_hd,,2016-08-27,5,,0.0,0.0,Beyond Carmel goodness as o sweet as can be Carmel in every bit it the best ice cream I've ever tasted in my life it has the sweet milk I can taste along with the carmel in every bite very yummy highly recommend [This review was collected as part of a promotion.],,,,
hd,29_hd,Kris87,2018-06-04,5,Creamy delight,0.0,0.0,This is such a treat! So creamy and delicious. This will make an amazing dessert or late night treat. I’m particularly fond of this particular flavor due to the fullness of flavor per spoonful. Great balance.,5.0,5.0,5.0,"Perfectly Balanced Flavor,Interesting Flavor,High Quality Ingredients,Indulgent,Creamy Texture,Simply Rewarding"
hd,29_hd,Becky86,2018-06-04,4,Yum yum,0.0,0.0,Love this ice cream. I’ll be honest though would have like a little more of the swirl inside the ice cream. That would be my only criticism. The ice cream is smooth and luxurious. Would definitely recommend.,4.0,5.0,5.0,"High Quality Ingredients,Indulgent,Creamy Texture"
hd,29_hd,Cappers23,2018-06-10,5,Absolutely delicious!,0.0,0.0,"Haagen-dazs’ Dulce de Leche ice cream is absolutely delicious! So rich and creamy, with lots of caramel, it just melts in your mouth! Grab a tub from you local supermarket. Your family will love you for it!",5.0,5.0,5.0,"Perfectly Balanced Flavor,Indulgent,Creamy Texture"
hd,29_hd,Momof2reds,2018-06-07,5,Fresh and delicious,0.0,0.0,Haagen daas always delivers! Fresh and totally delicious. It's like a break and escape in a spoon! It's fun seeing what new flavors emerge. I am out to try them all! There's nothing I would change about it,5.0,5.0,5.0,"Interesting Flavor,High Quality Ingredients,Creamy Texture,Simply Rewarding"
hd,29_hd,Babsy626,2018-06-04,5,Great tasting,0.0,0.0,Really creamy and not too strong of tasting caramel like others. It's not to thick.me and my 1 year old almost ate the entire thing. I had to stop and make myself out away. Definitely will get this again.,5.0,5.0,5.0,"Perfectly Balanced Flavor,Interesting Flavor,High Quality Ingredients,Indulgent,Creamy Texture,Simply Rewarding"
hd,29_hd,Sweetstace,2019-01-01,5,Delectable indulgence!,0.0,0.0,"Can’t say enough about the quality and flavor of Haagen Daaz. The Dulce de Leche flavor does not disappoint! From the first spoonful to the last scrapings of the pint, the delectable flavor is indulgent!",5.0,5.0,5.0,"Perfectly Balanced Flavor,High Quality Ingredients,Indulgent,Creamy Texture"
hd,29_hd,Danasanchez79,2018-06-07,5,Oh wow excellent!,0.0,0.0,We got this one and everyone in the house loved it! It was all finished the same night! We will definitely be bought again just this time we will definitely be be buying it again and again! We are in love,5.0,5.0,5.0,"Perfectly Balanced Flavor,Interesting Flavor,High Quality Ingredients,Indulgent,Creamy Texture,Simply Rewarding"
hd,29_hd,Nanny,2018-06-04,5,It was heaven,0.0,0.0,"It was very good rich and creamy, sweet loved it is would definitely buy this product again, had a good balance of dulce de lece I wanted more of it, I would definitely tell my friends to buy this product",5.0,5.0,5.0,"Perfectly Balanced Flavor,Interesting Flavor,High Quality Ingredients,Indulgent,Creamy Texture,Simply Rewarding"
hd,29_hd,Poohbear77,2018-06-04,5,These are my favorite.,0.0,0.0,I love this brand .They are so good and rich.O just hate that its only 3 in a box and they are kind of expensive but worth it.I am on the way to go buy 2 boxes all for me and enjoy them.I love this brand,5.0,5.0,5.0,"Perfectly Balanced Flavor,Interesting Flavor,High Quality Ingredients,Indulgent,Creamy Texture,Simply Rewarding"
hd,29_hd,Ssid91,2018-06-04,5,Delicious!,0.0,0.0,This ice cream is so rich and creamy and delicious! Love the dulce de leche flavor. It’s now one of my favorite flavors from Haagen daz. I would def recommend to anyone who loves sweet caramel flavors!!,5.0,5.0,5.0,"High Quality Ingredients,Indulgent,Creamy Texture"
hd,29_hd,abarrett25,2018-06-08,5,AMAZING TASTE,0.0,0.0,"Haagen-dasz is just the best brand of ice cream I've found, and this ice cream proves it 1000%. It's smooth, creamy, and a great price! There are lots of varieties, and I would absolutely recommend it!",5.0,5.0,5.0,"High Quality Ingredients,Indulgent,Creamy Texture"
hd,29_hd,Xoktxo17,2018-06-02,5,Delicious,0.0,0.0,"This is my absolute favorite ice cream flavor from Haagen dash. The taste, the creaminess. It’s so good It’s a little more expensive for a small cRton but it’s well worth it. You get what you pay for",5.0,5.0,5.0,"Perfectly Balanced Flavor,Indulgent,Creamy Texture"
hd,29_hd,,2016-09-06,4,,0.0,0.0,It had a nice caramel taste that wasn't too strong and it looked very peaceful and elegant. Not a good beinge eating snack but good for when you only want a few scoops of ice cream for the taste. [This review was collected as part of a promotion.],,,,
hd,29_hd,,2016-08-25,5,,0.0,0.0,"This is the most creamiest, caramel filled ice cream I have ever had. It was amazingly smooth and delicious. Large ribbons of caramel throughout caramel ice cream, I barely wanted to share :) [This review was collected as part of a promotion.]",,,,
hd,29_hd,,2020-07-25,5,the best ice cream,0.0,0.0,If their was no other ice cream to it their's is the best ice cream to get the flavor is just right the texture is right everything is just right and all the flavors are balanced just right .,5.0,5.0,5.0,"Perfectly Balanced Flavor,Interesting Flavor,High Quality Ingredients,Creamy Texture"
hd,29_hd,,2016-08-27,5,,0.0,0.0,you cant go wrong with Häagen-Dazs Dulce de Leche! its so tasty. It definitely taste like Dulce de Leche My whole family loves it. I can't enjoy one all by myself I always end up sharing. [This review was collected as part of a promotion.],,,,
